GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,I4YE001,NAME_M,I4YM001
"G0100030","2010",,,"Alabama","01","Baldwin County","003",,,,,,,,,,,,,,,,,"Baldwin County, Alabama",0.4590,"Baldwin County, Alabama",0.0273
"G0100150","2010",,,"Alabama","01","Calhoun County","015",,,,,,,,,,,,,,,,,"Calhoun County, Alabama",0.4600,"Calhoun County, Alabama",0.0220
"G0100430","2010",,,"Alabama","01","Cullman County","043",,,,,,,,,,,,,,,,,"Cullman County, Alabama",0.4730,"Cullman County, Alabama",0.0335
"G0100490","2010",,,"Alabama","01","DeKalb County","049",,,,,,,,,,,,,,,,,"DeKalb County, Alabama",0.4650,"DeKalb County, Alabama",0.0654
"G0100510","2010",,,"Alabama","01","Elmore County","051",,,,,,,,,,,,,,,,,"Elmore County, Alabama",0.4030,"Elmore County, Alabama",0.0252
"G0100550","2010",,,"Alabama","01","Etowah County","055",,,,,,,,,,,,,,,,,"Etowah County, Alabama",0.4490,"Etowah County, Alabama",0.0305
"G0100690","2010",,,"Alabama","01","Houston County","069",,,,,,,,,,,,,,,,,"Houston County, Alabama",0.4540,"Houston County, Alabama",0.0160
"G0100730","2010",,,"Alabama","01","Jefferson County","073",,,,,,,,,,,,,,,,,"Jefferson County, Alabama",0.4890,"Jefferson County, Alabama",0.0103
"G0100770","2010",,,"Alabama","01","Lauderdale County","077",,,,,,,,,,,,,,,,,"Lauderdale County, Alabama",0.4630,"Lauderdale County, Alabama",0.0331
"G0100810","2010",,,"Alabama","01","Lee County","081",,,,,,,,,,,,,,,,,"Lee County, Alabama",0.4800,"Lee County, Alabama",0.0215
"G0100830","2010",,,"Alabama","01","Limestone County","083",,,,,,,,,,,,,,,,,"Limestone County, Alabama",0.4290,"Limestone County, Alabama",0.0366
"G0100890","2010",,,"Alabama","01","Madison County","089",,,,,,,,,,,,,,,,,"Madison County, Alabama",0.4760,"Madison County, Alabama",0.0136
"G0100950","2010",,,"Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,"Marshall County, Alabama",0.4390,"Marshall County, Alabama",0.0224
"G0100970","2010",,,"Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,"Mobile County, Alabama",0.4790,"Mobile County, Alabama",0.0143
"G0101010","2010",,,"Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,"Montgomery County, Alabama",0.4700,"Montgomery County, Alabama",0.0198
"G0101030","2010",,,"Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,"Morgan County, Alabama",0.4400,"Morgan County, Alabama",0.0388
"G0101150","2010",,,"Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,"St. Clair County, Alabama",0.4030,"St. Clair County, Alabama",0.0412
"G0101170","2010",,,"Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,"Shelby County, Alabama",0.4260,"Shelby County, Alabama",0.0156
"G0101210","2010",,,"Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,"Talladega County, Alabama",0.4170,"Talladega County, Alabama",0.0239
"G0101250","2010",,,"Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,"Tuscaloosa County, Alabama",0.4640,"Tuscaloosa County, Alabama",0.0295
"G0101270","2010",,,"Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,"Walker County, Alabama",0.4640,"Walker County, Alabama",0.0471
"G0200200","2010",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,"Anchorage Municipality, Alaska",0.4270,"Anchorage Municipality, Alaska",0.0158
"G0200900","2010",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,"Fairbanks North Star Borough, Alaska",0.3890,"Fairbanks North Star Borough, Alaska",0.0271
"G0201700","2010",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,"Matanuska-Susitna Borough, Alaska",0.4200,"Matanuska-Susitna Borough, Alaska",0.0252
"G0400010","2010",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,"Apache County, Arizona",0.4510,"Apache County, Arizona",0.0278
"G0400030","2010",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,"Cochise County, Arizona",0.4300,"Cochise County, Arizona",0.0262
"G0400050","2010",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,"Coconino County, Arizona",0.4400,"Coconino County, Arizona",0.0228
"G0400130","2010",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,"Maricopa County, Arizona",0.4590,"Maricopa County, Arizona",0.0062
"G0400150","2010",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,"Mohave County, Arizona",0.4320,"Mohave County, Arizona",0.0255
"G0400170","2010",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,"Navajo County, Arizona",0.4730,"Navajo County, Arizona",0.0294
"G0400190","2010",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,"Pima County, Arizona",0.4560,"Pima County, Arizona",0.0094
"G0400210","2010",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,"Pinal County, Arizona",0.3840,"Pinal County, Arizona",0.0166
"G0400250","2010",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,"Yavapai County, Arizona",0.4410,"Yavapai County, Arizona",0.0189
"G0400270","2010",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,"Yuma County, Arizona",0.4010,"Yuma County, Arizona",0.0149
"G0500070","2010",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,"Benton County, Arkansas",0.4120,"Benton County, Arkansas",0.0169
"G0500310","2010",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,"Craighead County, Arkansas",0.5040,"Craighead County, Arkansas",0.0378
"G0500450","2010",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,"Faulkner County, Arkansas",0.4660,"Faulkner County, Arkansas",0.0530
"G0500510","2010",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,"Garland County, Arkansas",0.4670,"Garland County, Arkansas",0.0339
"G0500690","2010",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",0.4420,"Jefferson County, Arkansas",0.0273
"G0500850","2010",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",0.3840,"Lonoke County, Arkansas",0.0246
"G0501190","2010",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",0.4720,"Pulaski County, Arkansas",0.0176
"G0501250","2010",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,"Saline County, Arkansas",0.3950,"Saline County, Arkansas",0.0187
"G0501310","2010",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",0.4930,"Sebastian County, Arkansas",0.0414
"G0501430","2010",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,"Washington County, Arkansas",0.4700,"Washington County, Arkansas",0.0233
"G0501450","2010",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,"White County, Arkansas",0.4320,"White County, Arkansas",0.0318
"G0600010","2010",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,"Alameda County, California",0.4590,"Alameda County, California",0.0063
"G0600070","2010",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,"Butte County, California",0.4370,"Butte County, California",0.0176
"G0600130","2010",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,"Contra Costa County, California",0.4450,"Contra Costa County, California",0.0087
"G0600170","2010",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,"El Dorado County, California",0.4420,"El Dorado County, California",0.0206
"G0600190","2010",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,"Fresno County, California",0.4620,"Fresno County, California",0.0097
"G0600230","2010",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,"Humboldt County, California",0.4710,"Humboldt County, California",0.0281
"G0600250","2010",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,"Imperial County, California",0.4410,"Imperial County, California",0.0199
"G0600290","2010",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,"Kern County, California",0.4500,"Kern County, California",0.0085
"G0600310","2010",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,"Kings County, California",0.4370,"Kings County, California",0.0228
"G0600330","2010",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,"Lake County, California",0.4560,"Lake County, California",0.0350
"G0600370","2010",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,"Los Angeles County, California",0.4900,"Los Angeles County, California",0.0043
"G0600390","2010",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,"Madera County, California",0.4440,"Madera County, California",0.0314
"G0600410","2010",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,"Marin County, California",0.5120,"Marin County, California",0.0166
"G0600450","2010",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,"Mendocino County, California",0.4160,"Mendocino County, California",0.0254
"G0600470","2010",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,"Merced County, California",0.4890,"Merced County, California",0.0304
"G0600530","2010",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,"Monterey County, California",0.4520,"Monterey County, California",0.0147
"G0600550","2010",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,"Napa County, California",0.4700,"Napa County, California",0.0342
"G0600570","2010",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,"Nevada County, California",0.4260,"Nevada County, California",0.0235
"G0600590","2010",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,"Orange County, California",0.4530,"Orange County, California",0.0075
"G0600610","2010",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,"Placer County, California",0.4250,"Placer County, California",0.0143
"G0600650","2010",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,"Riverside County, California",0.4400,"Riverside County, California",0.0078
"G0600670","2010",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,"Sacramento County, California",0.4340,"Sacramento County, California",0.0085
"G0600710","2010",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,"San Bernardino County, California",0.4250,"San Bernardino County, California",0.0065
"G0600730","2010",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,"San Diego County, California",0.4580,"San Diego County, California",0.0067
"G0600750","2010",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,"San Francisco County, California",0.5070,"San Francisco County, California",0.0119
"G0600770","2010",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,"San Joaquin County, California",0.4360,"San Joaquin County, California",0.0150
"G0600790","2010",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,"San Luis Obispo County, California",0.4620,"San Luis Obispo County, California",0.0222
"G0600810","2010",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,"San Mateo County, California",0.4530,"San Mateo County, California",0.0119
"G0600830","2010",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,"Santa Barbara County, California",0.5030,"Santa Barbara County, California",0.0222
"G0600850","2010",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,"Santa Clara County, California",0.4520,"Santa Clara County, California",0.0068
"G0600870","2010",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,"Santa Cruz County, California",0.4600,"Santa Cruz County, California",0.0166
"G0600890","2010",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,"Shasta County, California",0.4410,"Shasta County, California",0.0209
"G0600950","2010",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,"Solano County, California",0.4050,"Solano County, California",0.0153
"G0600970","2010",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,"Sonoma County, California",0.4380,"Sonoma County, California",0.0137
"G0600990","2010",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,"Stanislaus County, California",0.4580,"Stanislaus County, California",0.0172
"G0601010","2010",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,"Sutter County, California",0.4270,"Sutter County, California",0.0233
"G0601070","2010",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,"Tulare County, California",0.4510,"Tulare County, California",0.0151
"G0601110","2010",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,"Ventura County, California",0.4410,"Ventura County, California",0.0124
"G0601130","2010",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,"Yolo County, California",0.4640,"Yolo County, California",0.0228
"G0601150","2010",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,"Yuba County, California",0.4080,"Yuba County, California",0.0337
"G0800010","2010",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,"Adams County, Colorado",0.4170,"Adams County, Colorado",0.0161
"G0800050","2010",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",0.4570,"Arapahoe County, Colorado",0.0105
"G0800130","2010",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,"Boulder County, Colorado",0.4930,"Boulder County, Colorado",0.0231
"G0800310","2010",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,"Denver County, Colorado",0.5150,"Denver County, Colorado",0.0142
"G0800350","2010",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,"Douglas County, Colorado",0.3700,"Douglas County, Colorado",0.0167
"G0800410","2010",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,"El Paso County, Colorado",0.4410,"El Paso County, Colorado",0.0126
"G0800590","2010",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,"Jefferson County, Colorado",0.4320,"Jefferson County, Colorado",0.0166
"G0800690","2010",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,"Larimer County, Colorado",0.4430,"Larimer County, Colorado",0.0149
"G0800770","2010",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,"Mesa County, Colorado",0.4680,"Mesa County, Colorado",0.0316
"G0801010","2010",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,"Pueblo County, Colorado",0.4670,"Pueblo County, Colorado",0.0286
"G0801230","2010",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,"Weld County, Colorado",0.4200,"Weld County, Colorado",0.0180
"G0900010","2010",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,"Fairfield County, Connecticut",0.5390,"Fairfield County, Connecticut",0.0108
"G0900030","2010",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,"Hartford County, Connecticut",0.4640,"Hartford County, Connecticut",0.0119
"G0900050","2010",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,"Litchfield County, Connecticut",0.4250,"Litchfield County, Connecticut",0.0163
"G0900070","2010",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,"Middlesex County, Connecticut",0.4230,"Middlesex County, Connecticut",0.0183
"G0900090","2010",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,"New Haven County, Connecticut",0.4710,"New Haven County, Connecticut",0.0150
"G0900110","2010",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,"New London County, Connecticut",0.4300,"New London County, Connecticut",0.0142
"G0900130","2010",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,"Tolland County, Connecticut",0.3910,"Tolland County, Connecticut",0.0213
"G0900150","2010",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,"Windham County, Connecticut",0.4340,"Windham County, Connecticut",0.0317
"G1000010","2010",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,"Kent County, Delaware",0.3930,"Kent County, Delaware",0.0176
"G1000030","2010",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,"New Castle County, Delaware",0.4500,"New Castle County, Delaware",0.0148
"G1000050","2010",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,"Sussex County, Delaware",0.4200,"Sussex County, Delaware",0.0144
"G1100010","2010",,,"District Of Columbia","11","District Of Columbia","001",,,,,,,,,,,,,,,,,"District of Columbia, District of Columbia",0.5320,"District of Columbia, District of Columbia",0.0111
"G1200010","2010",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,"Alachua County, Florida",0.5100,"Alachua County, Florida",0.0222
"G1200050","2010",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,"Bay County, Florida",0.4160,"Bay County, Florida",0.0187
"G1200090","2010",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,"Brevard County, Florida",0.4380,"Brevard County, Florida",0.0118
"G1200110","2010",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,"Broward County, Florida",0.4740,"Broward County, Florida",0.0090
"G1200150","2010",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,"Charlotte County, Florida",0.4200,"Charlotte County, Florida",0.0154
"G1200170","2010",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,"Citrus County, Florida",0.4140,"Citrus County, Florida",0.0198
"G1200190","2010",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,"Clay County, Florida",0.3810,"Clay County, Florida",0.0190
"G1200210","2010",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,"Collier County, Florida",0.5130,"Collier County, Florida",0.0215
"G1200230","2010",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,"Columbia County, Florida",0.4320,"Columbia County, Florida",0.0386
"G1200310","2010",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,"Duval County, Florida",0.4600,"Duval County, Florida",0.0247
"G1200330","2010",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,"Escambia County, Florida",0.4660,"Escambia County, Florida",0.0191
"G1200350","2010",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,"Flagler County, Florida",0.4740,"Flagler County, Florida",0.0545
"G1200530","2010",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,"Hernando County, Florida",0.4100,"Hernando County, Florida",0.0208
"G1200550","2010",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,"Highlands County, Florida",0.4060,"Highlands County, Florida",0.0275
"G1200570","2010",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,"Hillsborough County, Florida",0.4770,"Hillsborough County, Florida",0.0118
"G1200610","2010",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,"Indian River County, Florida",0.4700,"Indian River County, Florida",0.0317
"G1200690","2010",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,"Lake County, Florida",0.4260,"Lake County, Florida",0.0197
"G1200710","2010",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,"Lee County, Florida",0.4640,"Lee County, Florida",0.0139
"G1200730","2010",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,"Leon County, Florida",0.5220,"Leon County, Florida",0.0268
"G1200810","2010",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,"Manatee County, Florida",0.4590,"Manatee County, Florida",0.0172
"G1200830","2010",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,"Marion County, Florida",0.4410,"Marion County, Florida",0.0306
"G1200850","2010",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,"Martin County, Florida",0.5000,"Martin County, Florida",0.0304
"G1200860","2010",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,"Miami-Dade County, Florida",0.5160,"Miami-Dade County, Florida",0.0092
"G1200870","2010",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,"Monroe County, Florida",0.4630,"Monroe County, Florida",0.0330
"G1200890","2010",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,"Nassau County, Florida",0.4470,"Nassau County, Florida",0.0430
"G1200910","2010",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,"Okaloosa County, Florida",0.4410,"Okaloosa County, Florida",0.0363
"G1200950","2010",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,"Orange County, Florida",0.4690,"Orange County, Florida",0.0122
"G1200970","2010",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,"Osceola County, Florida",0.3970,"Osceola County, Florida",0.0145
"G1200990","2010",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,"Palm Beach County, Florida",0.5020,"Palm Beach County, Florida",0.0106
"G1201010","2010",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,"Pasco County, Florida",0.4310,"Pasco County, Florida",0.0123
"G1201030","2010",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,"Pinellas County, Florida",0.4680,"Pinellas County, Florida",0.0109
"G1201050","2010",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,"Polk County, Florida",0.4340,"Polk County, Florida",0.0200
"G1201070","2010",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,"Putnam County, Florida",0.4810,"Putnam County, Florida",0.0673
"G1201090","2010",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,"St. Johns County, Florida",0.4930,"St. Johns County, Florida",0.0241
"G1201110","2010",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,"St. Lucie County, Florida",0.4730,"St. Lucie County, Florida",0.0514
"G1201130","2010",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,"Santa Rosa County, Florida",0.4080,"Santa Rosa County, Florida",0.0191
"G1201150","2010",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,"Sarasota County, Florida",0.4580,"Sarasota County, Florida",0.0175
"G1201170","2010",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,"Seminole County, Florida",0.4380,"Seminole County, Florida",0.0178
"G1201190","2010",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,"Sumter County, Florida",0.4150,"Sumter County, Florida",0.0284
"G1201270","2010",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,"Volusia County, Florida",0.4420,"Volusia County, Florida",0.0134
"G1300130","2010",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,"Barrow County, Georgia",0.3430,"Barrow County, Georgia",0.0305
"G1300150","2010",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,"Bartow County, Georgia",0.4090,"Bartow County, Georgia",0.0315
"G1300210","2010",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,"Bibb County, Georgia",0.4860,"Bibb County, Georgia",0.0188
"G1300310","2010",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,"Bulloch County, Georgia",0.4940,"Bulloch County, Georgia",0.0276
"G1300450","2010",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,"Carroll County, Georgia",0.4430,"Carroll County, Georgia",0.0238
"G1300510","2010",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,"Chatham County, Georgia",0.4630,"Chatham County, Georgia",0.0179
"G1300570","2010",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,"Cherokee County, Georgia",0.4200,"Cherokee County, Georgia",0.0196
"G1300590","2010",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,"Clarke County, Georgia",0.5350,"Clarke County, Georgia",0.0336
"G1300630","2010",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,"Clayton County, Georgia",0.4210,"Clayton County, Georgia",0.0151
"G1300670","2010",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,"Cobb County, Georgia",0.4460,"Cobb County, Georgia",0.0109
"G1300730","2010",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,"Columbia County, Georgia",0.4340,"Columbia County, Georgia",0.0279
"G1300770","2010",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,"Coweta County, Georgia",0.3930,"Coweta County, Georgia",0.0218
"G1300890","2010",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,"DeKalb County, Georgia",0.4880,"DeKalb County, Georgia",0.0122
"G1300950","2010",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,"Dougherty County, Georgia",0.5200,"Dougherty County, Georgia",0.0338
"G1300970","2010",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,"Douglas County, Georgia",0.3880,"Douglas County, Georgia",0.0233
"G1301130","2010",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,"Fayette County, Georgia",0.3930,"Fayette County, Georgia",0.0226
"G1301150","2010",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,"Floyd County, Georgia",0.4580,"Floyd County, Georgia",0.0319
"G1301170","2010",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,"Forsyth County, Georgia",0.4150,"Forsyth County, Georgia",0.0210
"G1301210","2010",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,"Fulton County, Georgia",0.5250,"Fulton County, Georgia",0.0094
"G1301270","2010",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,"Glynn County, Georgia",0.5110,"Glynn County, Georgia",0.0510
"G1301350","2010",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,"Gwinnett County, Georgia",0.4220,"Gwinnett County, Georgia",0.0112
"G1301390","2010",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,"Hall County, Georgia",0.4440,"Hall County, Georgia",0.0276
"G1301510","2010",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,"Henry County, Georgia",0.3990,"Henry County, Georgia",0.0284
"G1301530","2010",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,"Houston County, Georgia",0.3900,"Houston County, Georgia",0.0215
"G1301850","2010",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,"Lowndes County, Georgia",0.4520,"Lowndes County, Georgia",0.0306
"G1302150","2010",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,"Muscogee County, Georgia",0.5120,"Muscogee County, Georgia",0.0288
"G1302170","2010",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,"Newton County, Georgia",0.3990,"Newton County, Georgia",0.0206
"G1302230","2010",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,"Paulding County, Georgia",0.3650,"Paulding County, Georgia",0.0230
"G1302450","2010",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,"Richmond County, Georgia",0.4570,"Richmond County, Georgia",0.0201
"G1302470","2010",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,"Rockdale County, Georgia",0.4080,"Rockdale County, Georgia",0.0319
"G1302850","2010",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,"Troup County, Georgia",0.4280,"Troup County, Georgia",0.0276
"G1302950","2010",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,"Walker County, Georgia",0.4160,"Walker County, Georgia",0.0242
"G1302970","2010",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,"Walton County, Georgia",0.4020,"Walton County, Georgia",0.0286
"G1303130","2010",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,"Whitfield County, Georgia",0.4400,"Whitfield County, Georgia",0.0352
