GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,RLAE001,RLAE002,RLAE003,RLAE004,RLAE005,RLAE006,RLAE007,RLAE008,RLAE009,RLAE010,NAME_M,RK9M001,RLAM001,RLAM002,RLAM003,RLAM004,RLAM005,RLAM006,RLAM007,RLAM008,RLAM009,RLAM010
"G0400130","2005-2009",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Maricopa County, Arizona",3855521,3855521,3082886,167261,71685,113624,6681,321388,91996,27691,64305,"Maricopa County, Arizona",0,0,8406,2109,1786,1291,504,7328,3200,1925,2660
"G0400150","2005-2009",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Mohave County, Arizona",192988,192988,172884,1513,3294,1975,245,6278,6799,1215,5584,"Mohave County, Arizona",0,0,1157,240,421,217,83,1023,796,445,638
"G0400170","2005-2009",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Navajo County, Arizona",110458,110458,50945,1219,49129,468,115,4630,3952,763,3189,"Navajo County, Arizona",0,0,560,187,650,144,30,590,729,280,691
"G0400190","2005-2009",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Pima County, Arizona",990213,990213,731847,33194,32920,24612,1054,135583,31003,11365,19638,"Pima County, Arizona",0,0,4349,932,1406,618,214,4312,2264,1222,1670
"G0400210","2005-2009",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Pinal County, Arizona",296113,296113,217795,10339,16173,4106,1370,36713,9617,3811,5806,"Pinal County, Arizona",0,0,2421,394,972,352,566,2289,997,605,788
"G0400230","2005-2009",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, Arizona",42550,42550,33794,100,262,113,193,7581,507,401,106,"Santa Cruz County, Arizona",0,0,1075,96,48,139,165,1053,226,221,65
"G0400250","2005-2009",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Yavapai County, Arizona",209365,209365,189220,1380,3833,1437,240,8467,4788,1411,3377,"Yavapai County, Arizona",0,0,1194,168,443,227,217,1163,660,378,473
"G0400270","2005-2009",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Yuma County, Arizona",188983,188983,142102,4019,2757,2011,278,33796,4020,1432,2588,"Yuma County, Arizona",0,0,2100,382,350,198,88,2099,685,436,442
"G0500010","2005-2009",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Arkansas County, Arkansas",19385,19385,14139,4718,45,103,0,151,229,4,225,"Arkansas County, Arkansas",0,0,64,82,66,119,119,87,84,8,82
"G0500030","2005-2009",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Ashley County, Arkansas",22337,22337,15148,5895,0,40,0,851,403,51,352,"Ashley County, Arkansas",0,0,100,177,119,45,119,108,179,56,168
"G0500050","2005-2009",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Baxter County, Arkansas",41468,41468,40265,98,208,185,0,168,544,52,492,"Baxter County, Arkansas",0,0,120,81,72,17,119,84,127,59,101
"G0500070","2005-2009",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Arkansas",209931,209931,178866,2918,3354,4606,273,15099,4815,839,3976,"Benton County, Arkansas",0,0,1737,289,340,383,92,1853,647,325,558
"G0500090","2005-2009",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Arkansas",36341,36341,35137,141,179,187,1,106,590,60,530,"Boone County, Arkansas",0,0,76,140,106,119,3,47,170,46,159
"G0500110","2005-2009",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Bradley County, Arkansas",11967,11967,7447,3430,87,0,0,889,114,0,114,"Bradley County, Arkansas",0,0,228,74,89,119,119,240,79,119,79
"G0500130","2005-2009",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Arkansas",5411,5411,3954,1210,0,0,0,142,105,0,105,"Calhoun County, Arkansas",0,0,23,204,119,119,119,159,112,119,112
"G0500150","2005-2009",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Arkansas",27321,27321,24149,95,187,123,430,1879,458,37,421,"Carroll County, Arkansas",0,0,368,32,108,119,285,343,120,35,118
"G0500170","2005-2009",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Chicot County, Arkansas",12279,12279,5189,6610,0,26,0,223,231,35,196,"Chicot County, Arkansas",0,0,177,164,119,28,119,164,152,48,143
"G0500190","2005-2009",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Arkansas",23601,23601,17363,5187,93,216,0,336,406,30,376,"Clark County, Arkansas",0,0,222,139,68,34,119,209,166,35,156
"G0500210","2005-2009",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Arkansas",16045,16045,15605,27,247,0,0,26,140,3,137,"Clay County, Arkansas",0,0,33,44,86,119,119,33,84,5,81
"G0500230","2005-2009",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Cleburne County, Arkansas",25292,25292,24605,173,160,2,7,21,324,31,293,"Cleburne County, Arkansas",0,0,72,226,120,4,20,34,173,47,167
"G0500250","2005-2009",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, Arkansas",8640,8640,7231,1225,20,0,0,27,137,35,102,"Cleveland County, Arkansas",0,0,57,82,24,119,119,42,99,43,80
"G0500270","2005-2009",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Arkansas",24292,24292,14885,8890,98,223,15,76,105,0,105,"Columbia County, Arkansas",0,0,99,160,43,155,27,92,50,119,50
"G0500290","2005-2009",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Conway County, Arkansas",20619,20619,17532,2501,126,16,0,155,289,0,289,"Conway County, Arkansas",0,0,103,85,64,23,119,98,93,119,93
"G0500310","2005-2009",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Craighead County, Arkansas",91474,91474,78673,10102,294,788,0,558,1059,53,1006,"Craighead County, Arkansas",0,0,285,170,99,71,119,234,234,47,227
"G0500330","2005-2009",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Arkansas",58740,58740,53285,812,720,772,0,1382,1769,11,1758,"Crawford County, Arkansas",0,0,479,115,231,112,119,482,265,16,263
"G0500350","2005-2009",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Crittenden County, Arkansas",52199,52199,25184,25044,209,268,5,542,947,97,850,"Crittenden County, Arkansas",0,0,253,387,243,81,10,295,393,137,355
"G0500370","2005-2009",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Cross County, Arkansas",18801,18801,14158,4561,18,0,0,43,21,0,21,"Cross County, Arkansas",0,0,57,36,19,119,119,57,31,119,31
"G0500390","2005-2009",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Arkansas",8214,8214,4560,3482,5,0,0,159,8,0,8,"Dallas County, Arkansas",0,0,92,18,9,119,119,94,9,119,9
"G0500410","2005-2009",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Desha County, Arkansas",13737,13737,6612,6465,64,0,0,441,155,0,155,"Desha County, Arkansas",0,0,124,132,30,119,119,124,136,119,136
"G0500430","2005-2009",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Drew County, Arkansas",18699,18699,12963,5248,25,106,0,193,164,22,142,"Drew County, Arkansas",0,0,130,124,39,66,119,122,93,39,86
"G0500450","2005-2009",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Faulkner County, Arkansas",104468,104468,89880,10847,372,834,46,767,1722,174,1548,"Faulkner County, Arkansas",0,0,337,246,125,112,82,280,281,122,269
"G0500470","2005-2009",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Arkansas",18037,18037,17103,46,99,56,0,144,589,39,550,"Franklin County, Arkansas",0,0,80,60,83,59,119,91,105,51,101
"G0500490","2005-2009",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Arkansas",11700,11700,11348,0,124,0,0,0,228,22,206,"Fulton County, Arkansas",0,0,31,119,91,119,119,119,94,31,91
"G0500510","2005-2009",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Garland County, Arkansas",96285,96285,83452,7748,578,698,0,2315,1494,140,1354,"Garland County, Arkansas",0,0,385,239,144,50,119,396,326,152,286
"G0500530","2005-2009",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Arkansas",17544,17544,16533,706,38,32,0,47,188,0,188,"Grant County, Arkansas",0,0,45,71,45,36,119,39,71,119,71
"G0500550","2005-2009",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Arkansas",40190,40190,38921,368,227,109,0,109,456,0,456,"Greene County, Arkansas",0,0,127,111,116,74,119,103,145,119,145
"G0500570","2005-2009",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Hempstead County, Arkansas",23094,23094,15011,6719,207,7,0,826,324,6,318,"Hempstead County, Arkansas",0,0,370,90,172,10,119,318,140,11,139
"G0500590","2005-2009",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Hot Spring County, Arkansas",31621,31621,27294,3244,99,67,0,232,685,0,685,"Hot Spring County, Arkansas",0,0,144,190,58,29,119,144,187,119,187
"G0500610","2005-2009",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Arkansas",14253,14253,9738,2986,75,48,0,1216,190,27,163,"Howard County, Arkansas",0,0,168,98,64,63,119,177,89,32,89
"G0500630","2005-2009",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Independence County, Arkansas",34462,34462,32427,896,161,338,7,136,497,10,487,"Independence County, Arkansas",0,0,112,96,73,53,11,65,102,17,97
"G0500650","2005-2009",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Izard County, Arkansas",13086,13086,12536,218,9,75,0,33,215,20,195,"Izard County, Arkansas",0,0,45,149,16,81,119,43,133,23,132
"G0500670","2005-2009",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Arkansas",17038,17038,13392,3300,103,4,11,40,188,22,166,"Jackson County, Arkansas",0,0,54,122,40,7,18,43,125,27,122
"G0500690","2005-2009",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",79698,79698,35545,41336,249,871,0,519,1178,64,1114,"Jefferson County, Arkansas",0,0,224,385,129,72,119,223,295,81,295
"G0500710","2005-2009",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Arkansas",24576,24576,23215,390,222,35,10,393,311,28,283,"Johnson County, Arkansas",0,0,338,77,78,44,26,331,100,41,98
"G0500730","2005-2009",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Arkansas",7715,7715,4742,2908,8,0,6,8,43,0,43,"Lafayette County, Arkansas",0,0,55,67,12,119,9,14,33,119,33
"G0500750","2005-2009",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Arkansas",16912,16912,16343,44,220,0,0,74,231,31,200,"Lawrence County, Arkansas",0,0,54,54,91,119,119,44,96,39,87
"G0500770","2005-2009",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",10776,10776,4417,6140,104,38,0,56,21,0,21,"Lee County, Arkansas",0,0,65,158,113,53,119,87,21,119,21
"G0500790","2005-2009",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",13753,13753,8930,4437,64,14,0,165,143,0,143,"Lincoln County, Arkansas",0,0,69,139,38,17,119,67,129,119,129
"G0500810","2005-2009",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",12921,12921,9485,2811,260,0,0,194,171,0,171,"Little River County, Arkansas",0,0,63,157,61,119,119,144,87,119,87
"G0500830","2005-2009",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",22550,22550,21368,235,195,253,0,123,376,2,374,"Logan County, Arkansas",0,0,82,93,60,10,119,78,110,3,109
"G0500850","2005-2009",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",63424,63424,56829,4331,307,413,0,509,1035,245,790,"Lonoke County, Arkansas",0,0,213,153,109,117,119,193,243,118,196
"G0500870","2005-2009",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",15478,15478,14570,44,223,12,0,362,267,34,233,"Madison County, Arkansas",0,0,118,37,89,18,119,102,91,50,89
"G0500890","2005-2009",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",16581,16581,16060,0,159,96,0,49,217,14,203,"Marion County, Arkansas",0,0,87,119,67,65,119,59,101,31,91
"G0500910","2005-2009",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",42971,42971,31339,10162,429,295,0,194,552,82,470,"Miller County, Arkansas",0,0,184,129,111,119,119,124,242,60,204
"G0500930","2005-2009",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",46778,46778,29573,15785,39,263,0,436,682,41,641,"Mississippi County, Arkansas",0,0,208,170,48,30,119,214,191,46,183
"G0500950","2005-2009",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",8606,8606,5041,3364,55,125,0,19,2,0,2,"Monroe County, Arkansas",0,0,65,129,46,110,119,34,5,119,5
"G0500970","2005-2009",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",9064,9064,8431,0,234,2,0,266,131,0,131,"Montgomery County, Arkansas",0,0,98,119,66,4,119,143,85,119,85
"G0500990","2005-2009",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",9324,9324,5976,2573,22,51,0,532,170,0,170,"Nevada County, Arkansas",0,0,61,218,32,78,119,181,82,119,82
"G0501010","2005-2009",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",8311,8311,7994,31,38,3,0,18,227,14,213,"Newton County, Arkansas",0,0,32,31,26,4,119,26,50,24,42
"G0501030","2005-2009",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",26016,26016,15113,10359,84,23,0,89,348,0,348,"Ouachita County, Arkansas",0,0,46,122,47,35,119,54,106,119,106
"G0501050","2005-2009",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",10294,10294,9711,256,17,19,0,96,195,12,183,"Perry County, Arkansas",0,0,57,44,15,31,119,71,34,17,28
"G0501070","2005-2009",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",22002,22002,8179,13611,0,27,0,100,85,4,81,"Phillips County, Arkansas",0,0,105,59,119,27,119,103,50,8,49
"G0501090","2005-2009",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",10763,10763,9606,417,151,49,0,502,38,0,38,"Pike County, Arkansas",0,0,95,83,17,50,119,96,46,119,46
"G0501110","2005-2009",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",24865,24865,22490,1826,89,20,16,71,353,21,332,"Poinsett County, Arkansas",0,0,105,113,48,22,27,90,118,22,118
"G0501130","2005-2009",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",20140,20140,18815,30,351,0,9,428,507,33,474,"Polk County, Arkansas",0,0,109,38,129,119,15,116,124,44,119
"G0501150","2005-2009",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",58963,58963,54220,1992,341,465,0,925,1020,63,957,"Pope County, Arkansas",0,0,394,192,142,103,119,370,185,58,184
"G0501170","2005-2009",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",8776,8776,7307,1360,66,5,0,0,38,16,22,"Prairie County, Arkansas",0,0,15,82,82,7,119,119,33,25,22
"G0501190","2005-2009",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",375518,375518,227481,127007,1286,6948,72,5541,7183,581,6602,"Pulaski County, Arkansas",0,0,1140,840,267,306,74,1136,932,262,892
"G0501210","2005-2009",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",18058,18058,17439,184,55,68,0,19,293,0,293,"Randolph County, Arkansas",0,0,151,75,33,73,119,36,140,119,140
"G0501230","2005-2009",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",26769,26769,12495,13538,75,54,0,271,336,138,198,"St. Francis County, Arkansas",0,0,226,236,43,45,119,112,147,117,83
"G0501250","2005-2009",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",95000,95000,87594,3923,461,817,14,991,1200,182,1018,"Saline County, Arkansas",0,0,256,161,164,49,18,284,310,100,275
"G0501270","2005-2009",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",11170,11170,10313,0,102,410,0,88,257,0,257,"Scott County, Arkansas",0,0,144,119,119,119,119,106,60,119,60
"G0501290","2005-2009",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",8002,8002,7708,0,138,16,0,0,140,4,136,"Searcy County, Arkansas",0,0,36,119,87,21,119,119,65,6,65
"G0501310","2005-2009",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",121325,121325,99571,7272,1142,4479,22,3554,5285,377,4908,"Sebastian County, Arkansas",0,0,779,393,290,314,39,646,749,199,695
"G0501330","2005-2009",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",16516,16516,11649,619,297,167,0,3485,299,64,235,"Sevier County, Arkansas",0,0,464,122,78,133,119,477,129,53,114
"G0501350","2005-2009",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",17689,17689,17037,104,98,0,0,12,438,13,425,"Sharp County, Arkansas",0,0,45,82,45,119,119,18,70,18,67
"G0501370","2005-2009",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",11920,11920,11709,0,0,23,0,106,82,0,82,"Stone County, Arkansas",0,0,111,119,119,30,119,76,63,119,63
"G0501390","2005-2009",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",43157,43157,27677,14232,101,380,0,334,433,12,421,"Union County, Arkansas",0,0,132,121,37,18,119,123,151,17,153
"G0501410","2005-2009",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",16411,16411,15806,167,288,0,0,68,82,0,82,"Van Buren County, Arkansas",0,0,74,215,209,119,119,74,94,119,94
"G0501430","2005-2009",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",193353,193353,159765,6164,2652,4194,1538,14909,4131,781,3350,"Washington County, Arkansas",0,0,1301,358,282,246,44,1382,634,280,578
"G0501450","2005-2009",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",73838,73838,67939,3201,282,304,17,921,1174,87,1087,"White County, Arkansas",0,0,246,175,117,74,27,234,232,63,215
"G0501470","2005-2009",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",7677,7677,5262,2308,40,0,6,0,61,0,61,"Woodruff County, Arkansas",0,0,14,57,34,119,8,119,46,119,46
"G0501490","2005-2009",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",21912,21912,19469,284,58,252,0,1376,473,56,417,"Yell County, Arkansas",0,0,334,92,44,41,119,321,110,40,95
"G0600010","2005-2009",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",1457095,1457095,684471,187300,7720,358959,10866,144998,62781,14223,48558,"Alameda County, California",0,0,4774,1609,880,1842,412,4943,2893,1229,2487
"G0600030","2005-2009",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",1153,1153,832,0,250,29,0,4,38,0,38,"Alpine County, California",159,159,144,132,70,38,132,8,36,132,36
"G0600050","2005-2009",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",38039,38039,32974,841,677,441,30,1538,1538,174,1364,"Amador County, California",0,0,346,199,249,80,28,280,364,178,288
"G0600070","2005-2009",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",217917,217917,181462,3498,2531,8744,524,10209,10949,2116,8833,"Butte County, California",0,0,1308,299,397,415,44,1186,784,405,604
"G0600090","2005-2009",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",46548,46548,42113,651,910,673,18,926,1257,450,807,"Calaveras County, California",0,0,499,31,174,132,22,348,376,266,214
"G0600110","2005-2009",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",21001,21001,13982,241,365,185,62,5311,855,244,611,"Colusa County, California",0,0,821,33,196,50,13,830,257,146,193
"G0600130","2005-2009",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",1015571,1015571,632590,93210,4478,136379,4440,101802,42672,9392,33280,"Contra Costa County, California",0,0,3818,1014,598,1202,387,3698,2201,1287,1815
"G0600150","2005-2009",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",28729,28729,21281,987,1466,836,181,2222,1756,132,1624,"Del Norte County, California",0,0,445,197,369,82,101,362,387,72,363
"G0600170","2005-2009",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",175941,175941,153780,776,1431,7442,137,7222,5153,628,4525,"El Dorado County, California",0,0,914,206,299,489,95,961,594,252,534
