GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,RLAE001,RLAE002,RLAE003,RLAE004,RLAE005,RLAE006,RLAE007,RLAE008,RLAE009,RLAE010,NAME_M,RK9M001,RLAM001,RLAM002,RLAM003,RLAM004,RLAM005,RLAM006,RLAM007,RLAM008,RLAM009,RLAM010
"G4600630","2005-2009",,,"South Dakota","46","Harding County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Harding County, South Dakota",1205,1205,1153,0,3,0,0,3,46,10,36,"Harding County, South Dakota",102,102,100,99,1,99,99,3,30,11,26
"G4600650","2005-2009",,,"South Dakota","46","Hughes County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Hughes County, South Dakota",16856,16856,14288,102,1903,100,19,318,126,29,97,"Hughes County, South Dakota",0,0,148,93,219,78,29,209,74,43,63
"G4600670","2005-2009",,,"South Dakota","46","Hutchinson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Hutchinson County, South Dakota",7289,7289,7162,16,48,2,0,3,58,0,58,"Hutchinson County, South Dakota",0,0,40,15,33,3,99,5,31,99,31
"G4600690","2005-2009",,,"South Dakota","46","Hyde County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Hyde County, South Dakota",1481,1481,1311,15,137,0,0,0,18,0,18,"Hyde County, South Dakota",127,127,112,22,38,99,99,99,18,99,18
"G4600710","2005-2009",,,"South Dakota","46","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, South Dakota",2720,2720,1321,0,1237,0,0,5,157,12,145,"Jackson County, South Dakota",0,0,151,99,158,99,99,10,82,15,75
"G4600730","2005-2009",,,"South Dakota","46","Jerauld County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Jerauld County, South Dakota",1994,1994,1955,0,0,36,0,0,3,0,3,"Jerauld County, South Dakota",0,0,49,99,99,49,99,99,4,99,4
"G4600750","2005-2009",,,"South Dakota","46","Jones County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, South Dakota",1033,1033,1013,0,20,0,0,0,0,0,0,"Jones County, South Dakota",192,192,185,99,19,99,99,99,99,99,99
"G4600770","2005-2009",,,"South Dakota","46","Kingsbury County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Kingsbury County, South Dakota",5345,5345,5239,0,20,42,0,23,21,0,21,"Kingsbury County, South Dakota",0,0,17,99,24,27,99,18,19,99,19
"G4600790","2005-2009",,,"South Dakota","46","Lake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, South Dakota",11500,11500,11173,57,94,30,0,47,99,0,99,"Lake County, South Dakota",0,0,53,51,66,33,99,53,57,99,57
"G4600810","2005-2009",,,"South Dakota","46","Lawrence County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, South Dakota",23159,23159,21914,0,497,297,0,114,337,56,281,"Lawrence County, South Dakota",0,0,95,99,161,121,99,67,158,56,149
"G4600830","2005-2009",,,"South Dakota","46","Lincoln County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, South Dakota",37607,37607,36205,114,82,349,0,143,714,147,567,"Lincoln County, South Dakota",0,0,108,57,79,39,99,120,123,78,114
"G4600850","2005-2009",,,"South Dakota","46","Lyman County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Lyman County, South Dakota",3855,3855,2314,4,1519,0,0,0,18,0,18,"Lyman County, South Dakota",0,0,99,6,26,99,99,99,24,99,24
"G4600870","2005-2009",,,"South Dakota","46","McCook County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"McCook County, South Dakota",5697,5697,5583,3,27,25,6,15,38,0,38,"McCook County, South Dakota",0,0,11,4,16,14,9,15,14,99,14
"G4600890","2005-2009",,,"South Dakota","46","McPherson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, South Dakota",2515,2515,2503,0,0,6,0,0,6,0,6,"McPherson County, South Dakota",0,0,11,99,99,6,99,99,7,99,7
"G4600910","2005-2009",,,"South Dakota","46","Marshall County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, South Dakota",4266,4266,3816,4,378,0,0,44,24,0,24,"Marshall County, South Dakota",0,0,21,6,49,99,99,37,23,99,23
"G4600930","2005-2009",,,"South Dakota","46","Meade County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Meade County, South Dakota",24126,24126,22136,236,458,259,9,236,792,54,738,"Meade County, South Dakota",0,0,150,129,147,73,15,118,206,56,204
"G4600950","2005-2009",,,"South Dakota","46","Mellette County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Mellette County, South Dakota",2032,2032,1019,0,936,0,0,0,77,0,77,"Mellette County, South Dakota",0,0,82,99,92,99,99,99,45,99,45
"G4600970","2005-2009",,,"South Dakota","46","Miner County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Miner County, South Dakota",2454,2454,2430,0,24,0,0,0,0,0,0,"Miner County, South Dakota",0,0,29,99,29,99,99,99,99,99,99
"G4600990","2005-2009",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Minnehaha County, South Dakota",175749,175749,158814,4434,3832,2377,78,3538,2676,367,2309,"Minnehaha County, South Dakota",0,0,734,343,254,151,115,732,480,205,434
"G4601010","2005-2009",,,"South Dakota","46","Moody County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Moody County, South Dakota",6460,6460,5338,0,874,85,4,52,107,15,92,"Moody County, South Dakota",0,0,30,99,59,99,7,30,69,25,58
"G4601030","2005-2009",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Pennington County, South Dakota",96903,96903,82614,1176,7159,1103,0,825,4026,536,3490,"Pennington County, South Dakota",0,0,339,174,556,138,99,262,620,249,597
"G4601050","2005-2009",,,"South Dakota","46","Perkins County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins County, South Dakota",2877,2877,2779,0,51,0,0,0,47,0,47,"Perkins County, South Dakota",102,102,96,99,33,99,99,99,34,99,34
"G4601070","2005-2009",,,"South Dakota","46","Potter County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Potter County, South Dakota",2149,2149,2094,0,12,30,0,0,13,0,13,"Potter County, South Dakota",103,103,105,99,12,24,99,99,15,99,15
"G4601090","2005-2009",,,"South Dakota","46","Roberts County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Roberts County, South Dakota",9932,9932,6411,8,3216,35,18,24,220,19,201,"Roberts County, South Dakota",0,0,25,10,93,27,26,19,91,22,91
"G4601110","2005-2009",,,"South Dakota","46","Sanborn County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Sanborn County, South Dakota",2458,2458,2415,0,9,14,0,10,10,0,10,"Sanborn County, South Dakota",0,0,23,99,9,13,99,10,14,99,14
"G4601130","2005-2009",,,"South Dakota","46","Shannon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Shannon County, South Dakota",13593,13593,898,0,12630,12,23,0,30,0,30,"Shannon County, South Dakota",0,0,44,99,70,19,38,99,33,99,33
"G4601150","2005-2009",,,"South Dakota","46","Spink County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Spink County, South Dakota",6673,6673,6453,31,53,0,6,3,127,0,127,"Spink County, South Dakota",0,0,10,69,40,99,10,6,91,99,91
"G4601170","2005-2009",,,"South Dakota","46","Stanley County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Stanley County, South Dakota",2775,2775,2495,3,190,0,0,26,61,0,61,"Stanley County, South Dakota",0,0,42,8,61,99,99,28,42,99,42
"G4601190","2005-2009",,,"South Dakota","46","Sully County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Sully County, South Dakota",1363,1363,1319,0,10,0,0,0,34,0,34,"Sully County, South Dakota",127,127,111,99,18,99,99,99,33,99,33
"G4601210","2005-2009",,,"South Dakota","46","Todd County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Todd County, South Dakota",9997,9997,1384,24,7938,56,10,69,516,188,328,"Todd County, South Dakota",0,0,71,36,240,68,16,59,218,73,196
"G4601230","2005-2009",,,"South Dakota","46","Tripp County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"Tripp County, South Dakota",5761,5761,4885,45,743,11,0,0,77,0,77,"Tripp County, South Dakota",0,0,99,70,110,19,99,99,70,99,70
"G4601250","2005-2009",,,"South Dakota","46","Turner County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Turner County, South Dakota",8331,8331,8151,0,74,14,0,27,65,2,63,"Turner County, South Dakota",0,0,14,99,34,13,99,17,37,4,37
"G4601270","2005-2009",,,"South Dakota","46","Union County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, South Dakota",13947,13947,13115,70,44,365,0,176,177,21,156,"Union County, South Dakota",0,0,56,13,26,103,99,56,120,22,120
"G4601290","2005-2009",,,"South Dakota","46","Walworth County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Walworth County, South Dakota",5312,5312,4406,0,721,17,0,30,138,0,138,"Walworth County, South Dakota",0,0,99,99,94,30,99,47,96,99,96
"G4601350","2005-2009",,,"South Dakota","46","Yankton County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Yankton County, South Dakota",21771,21771,20370,351,376,88,6,319,261,42,219,"Yankton County, South Dakota",0,0,108,27,97,47,11,108,76,36,78
"G4601370","2005-2009",,,"South Dakota","46","Ziebach County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Ziebach County, South Dakota",2574,2574,691,19,1769,22,0,0,73,0,73,"Ziebach County, South Dakota",0,0,12,24,55,20,99,99,42,99,42
"G4700010","2005-2009",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, Tennessee",73382,73382,67986,2965,272,771,0,305,1083,33,1050,"Anderson County, Tennessee",0,0,171,240,96,113,127,159,293,39,291
"G4700030","2005-2009",,,"Tennessee","47","Bedford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Bedford County, Tennessee",44291,44291,36827,3052,116,164,8,3019,1105,371,734,"Bedford County, Tennessee",0,0,670,352,77,166,13,719,461,271,342
"G4700050","2005-2009",,,"Tennessee","47","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Tennessee",16130,16130,15466,391,32,7,0,42,192,0,192,"Benton County, Tennessee",0,0,66,86,26,13,127,66,92,127,92
"G4700070","2005-2009",,,"Tennessee","47","Bledsoe County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Bledsoe County, Tennessee",12941,12941,12064,526,16,20,0,123,192,47,145,"Bledsoe County, Tennessee",0,0,28,191,22,38,127,60,170,76,166
"G4700090","2005-2009",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Blount County, Tennessee",119489,119489,111395,3587,306,1053,0,1493,1655,204,1451,"Blount County, Tennessee",0,0,230,224,101,214,127,247,350,107,312
"G4700110","2005-2009",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Bradley County, Tennessee",95184,95184,87523,4100,370,707,49,1517,918,104,814,"Bradley County, Tennessee",0,0,372,162,128,68,59,369,216,97,202
"G4700130","2005-2009",,,"Tennessee","47","Campbell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, Tennessee",40646,40646,39741,100,58,90,0,44,613,0,613,"Campbell County, Tennessee",0,0,105,63,60,25,127,90,78,127,78
"G4700150","2005-2009",,,"Tennessee","47","Cannon County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon County, Tennessee",13505,13505,12874,177,108,0,0,13,333,0,333,"Cannon County, Tennessee",0,0,92,99,114,127,127,22,151,127,151
"G4700170","2005-2009",,,"Tennessee","47","Carroll County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Tennessee",28686,28686,24915,3192,115,71,0,110,283,50,233,"Carroll County, Tennessee",0,0,91,51,46,45,127,77,95,47,82
"G4700190","2005-2009",,,"Tennessee","47","Carter County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Tennessee",58955,58955,56505,914,42,81,0,352,1061,99,962,"Carter County, Tennessee",0,0,204,115,40,80,127,224,185,82,183
"G4700210","2005-2009",,,"Tennessee","47","Cheatham County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Cheatham County, Tennessee",39042,39042,37099,896,83,188,69,284,423,69,354,"Cheatham County, Tennessee",0,0,157,205,59,8,93,154,189,80,183
"G4700230","2005-2009",,,"Tennessee","47","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Chester County, Tennessee",16106,16106,14209,1416,30,81,11,10,349,15,334,"Chester County, Tennessee",0,0,43,210,39,66,23,13,174,18,174
"G4700250","2005-2009",,,"Tennessee","47","Claiborne County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Claiborne County, Tennessee",31081,31081,30166,259,64,219,0,64,309,114,195,"Claiborne County, Tennessee",0,0,66,59,48,120,127,49,108,75,95
"G4700270","2005-2009",,,"Tennessee","47","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Tennessee",7937,7937,7876,55,0,6,0,0,0,0,0,"Clay County, Tennessee",0,0,44,43,127,14,127,127,127,127,127
"G4700290","2005-2009",,,"Tennessee","47","Cocke County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Cocke County, Tennessee",35406,35406,33493,752,80,80,0,474,527,96,431,"Cocke County, Tennessee",0,0,171,83,68,33,127,167,137,110,109
"G4700310","2005-2009",,,"Tennessee","47","Coffee County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Coffee County, Tennessee",51694,51694,47942,1209,196,457,31,539,1320,145,1175,"Coffee County, Tennessee",0,0,289,193,144,111,46,279,250,79,233
"G4700330","2005-2009",,,"Tennessee","47","Crockett County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Crockett County, Tennessee",14408,14408,11767,1948,66,8,0,473,146,34,112,"Crockett County, Tennessee",0,0,220,60,23,16,127,198,87,40,84
"G4700350","2005-2009",,,"Tennessee","47","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Tennessee",52852,52852,51596,217,102,187,0,178,572,147,425,"Cumberland County, Tennessee",0,0,125,52,84,27,127,129,168,126,126
"G4700370","2005-2009",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Davidson County, Tennessee",621465,621465,408824,167959,1879,19010,856,15280,7657,1049,6608,"Davidson County, Tennessee",0,0,1796,699,328,373,213,1717,798,381,737
"G4700390","2005-2009",,,"Tennessee","47","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Tennessee",11472,11472,10701,296,54,22,0,195,204,0,204,"Decatur County, Tennessee",0,0,167,98,58,29,127,167,93,127,93
"G4700410","2005-2009",,,"Tennessee","47","DeKalb County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Tennessee",18624,18624,17353,290,36,48,0,636,261,29,232,"DeKalb County, Tennessee",0,0,213,64,38,63,127,202,71,49,51
"G4700430","2005-2009",,,"Tennessee","47","Dickson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Dickson County, Tennessee",47140,47140,43476,2062,46,238,13,606,699,35,664,"Dickson County, Tennessee",0,0,269,170,57,50,20,264,181,50,175
"G4700450","2005-2009",,,"Tennessee","47","Dyer County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Dyer County, Tennessee",37698,37698,31198,5286,22,148,40,361,643,306,337,"Dyer County, Tennessee",0,0,132,217,34,52,57,140,280,153,225
"G4700470","2005-2009",,,"Tennessee","47","Fayette County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Tennessee",36820,36820,25777,10275,8,379,1,174,206,0,206,"Fayette County, Tennessee",0,0,148,86,14,63,2,127,109,127,109
"G4700490","2005-2009",,,"Tennessee","47","Fentress County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Fentress County, Tennessee",17412,17412,17173,32,54,0,0,20,133,0,133,"Fentress County, Tennessee",0,0,94,49,44,127,127,33,77,127,77
"G4700510","2005-2009",,,"Tennessee","47","Franklin County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Tennessee",41021,41021,37232,1335,128,190,87,685,1364,16,1348,"Franklin County, Tennessee",0,0,191,161,68,53,110,244,250,27,248
"G4700530","2005-2009",,,"Tennessee","47","Gibson County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Gibson County, Tennessee",48586,48586,38359,9219,182,56,7,225,538,100,438,"Gibson County, Tennessee",0,0,152,118,71,30,10,128,148,78,130
"G4700550","2005-2009",,,"Tennessee","47","Giles County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Giles County, Tennessee",29075,29075,25181,3367,22,17,0,102,386,38,348,"Giles County, Tennessee",0,0,78,87,28,25,127,73,107,36,92
"G4700570","2005-2009",,,"Tennessee","47","Grainger County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Grainger County, Tennessee",22549,22549,21920,50,18,134,0,254,173,11,162,"Grainger County, Tennessee",0,0,109,49,25,76,127,109,60,18,55
"G4700590","2005-2009",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Tennessee",65698,65698,62875,1404,100,225,0,430,664,115,549,"Greene County, Tennessee",0,0,293,163,72,18,127,269,239,143,192
"G4700610","2005-2009",,,"Tennessee","47","Grundy County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Tennessee",14262,14262,12876,65,67,0,0,0,1254,0,1254,"Grundy County, Tennessee",0,0,373,80,48,127,127,127,365,127,365
"G4700630","2005-2009",,,"Tennessee","47","Hamblen County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Hamblen County, Tennessee",61698,61698,56312,2308,217,382,34,1619,826,106,720,"Hamblen County, Tennessee",0,0,793,252,87,192,52,693,329,161,259
"G4700650","2005-2009",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Tennessee",330941,330941,250424,66524,686,5441,196,3772,3898,315,3583,"Hamilton County, Tennessee",0,0,686,556,188,191,84,727,524,161,496
"G4700670","2005-2009",,,"Tennessee","47","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Tennessee",6633,6633,6496,14,0,44,0,0,79,0,79,"Hancock County, Tennessee",0,0,6,17,127,26,127,127,32,127,32
"G4700690","2005-2009",,,"Tennessee","47","Hardeman County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Hardeman County, Tennessee",27759,27759,16071,10843,74,388,0,44,339,83,256,"Hardeman County, Tennessee",0,0,62,197,38,181,127,46,99,66,85
"G4700710","2005-2009",,,"Tennessee","47","Hardin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Tennessee",26093,26093,24664,852,6,61,9,36,465,52,413,"Hardin County, Tennessee",0,0,50,170,10,83,15,32,154,44,147
"G4700730","2005-2009",,,"Tennessee","47","Hawkins County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Hawkins County, Tennessee",56957,56957,55040,818,131,233,50,263,422,0,422,"Hawkins County, Tennessee",0,0,175,111,94,36,72,181,100,127,100
"G4700750","2005-2009",,,"Tennessee","47","Haywood County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Haywood County, Tennessee",19155,19155,9157,9404,0,109,0,321,164,25,139,"Haywood County, Tennessee",0,0,185,177,127,120,127,177,135,36,127
"G4700770","2005-2009",,,"Tennessee","47","Henderson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Tennessee",26687,26687,23948,1940,111,43,0,176,469,60,409,"Henderson County, Tennessee",0,0,94,196,104,49,127,104,160,60,155
"G4700790","2005-2009",,,"Tennessee","47","Henry County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Tennessee",31567,31567,28169,2569,65,141,0,143,480,46,434,"Henry County, Tennessee",0,0,95,167,55,18,127,92,176,34,175
"G4700810","2005-2009",,,"Tennessee","47","Hickman County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Hickman County, Tennessee",23670,23670,22010,1074,75,21,0,191,299,20,279,"Hickman County, Tennessee",0,0,69,122,66,37,127,72,125,31,126
"G4700830","2005-2009",,,"Tennessee","47","Houston County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Tennessee",8041,8041,7503,204,50,0,0,0,284,123,161,"Houston County, Tennessee",0,0,100,80,75,127,127,127,166,100,88
"G4700850","2005-2009",,,"Tennessee","47","Humphreys County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Humphreys County, Tennessee",18151,18151,17267,509,92,34,0,18,231,3,228,"Humphreys County, Tennessee",0,0,38,158,57,32,127,19,137,5,137
"G4700870","2005-2009",,,"Tennessee","47","Jackson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Tennessee",10896,10896,10804,18,0,0,0,22,52,0,52,"Jackson County, Tennessee",0,0,63,26,127,127,127,36,47,127,47
"G4700890","2005-2009",,,"Tennessee","47","Jefferson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Tennessee",50116,50116,47856,1227,165,61,61,202,544,110,434,"Jefferson County, Tennessee",0,0,188,139,110,59,82,151,189,114,143
"G4700910","2005-2009",,,"Tennessee","47","Johnson County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Tennessee",18019,18019,17199,395,46,62,0,88,229,0,229,"Johnson County, Tennessee",0,0,56,128,68,53,127,56,108,127,108
"G4700930","2005-2009",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Tennessee",423655,423655,369431,37586,889,7043,22,2287,6397,828,5569,"Knox County, Tennessee",0,0,618,527,264,287,26,484,774,374,629
"G4700950","2005-2009",,,"Tennessee","47","Lake County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Tennessee",7404,7404,4707,2422,124,24,0,40,87,13,74,"Lake County, Tennessee",0,0,30,158,138,25,127,27,38,19,35
"G4700970","2005-2009",,,"Tennessee","47","Lauderdale County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Lauderdale County, Tennessee",26568,26568,16964,9025,126,26,7,50,370,62,308,"Lauderdale County, Tennessee",0,0,88,171,61,42,12,36,192,84,170
"G4700990","2005-2009",,,"Tennessee","47","Lawrence County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Tennessee",40899,40899,39422,689,138,88,0,154,408,22,386,"Lawrence County, Tennessee",0,0,106,87,72,30,127,98,98,26,105
"G4701010","2005-2009",,,"Tennessee","47","Lewis County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Tennessee",11466,11466,10930,253,55,0,0,129,99,0,99,"Lewis County, Tennessee",0,0,53,136,46,127,127,146,46,127,46
"G4701030","2005-2009",,,"Tennessee","47","Lincoln County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Tennessee",32764,32764,29421,2220,84,52,7,200,780,0,780,"Lincoln County, Tennessee",0,0,118,181,56,50,10,115,184,127,184
"G4701050","2005-2009",,,"Tennessee","47","Loudon County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Loudon County, Tennessee",45176,45176,43402,587,90,107,0,303,687,21,666,"Loudon County, Tennessee",0,0,282,295,62,82,127,166,163,26,163
"G4701070","2005-2009",,,"Tennessee","47","McMinn County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"McMinn County, Tennessee",52055,52055,48582,2048,70,340,0,95,920,46,874,"McMinn County, Tennessee",0,0,100,189,46,61,127,75,215,50,204
"G4701090","2005-2009",,,"Tennessee","47","McNairy County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"McNairy County, Tennessee",25436,25436,23361,1595,53,43,0,35,349,111,238,"McNairy County, Tennessee",0,0,77,107,54,13,127,55,128,111,77
"G4701110","2005-2009",,,"Tennessee","47","Macon County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Tennessee",21708,21708,21189,82,83,64,0,51,239,44,195,"Macon County, Tennessee",0,0,117,75,121,61,127,68,132,65,102
"G4701130","2005-2009",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Tennessee",96346,96346,61389,31966,206,873,58,665,1189,197,992,"Madison County, Tennessee",0,0,311,242,63,43,43,295,279,123,261
"G4701150","2005-2009",,,"Tennessee","47","Marion County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Tennessee",27960,27960,26239,594,75,89,0,77,886,41,845,"Marion County, Tennessee",0,0,91,138,54,39,127,65,139,38,136
"G4701170","2005-2009",,,"Tennessee","47","Marshall County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Tennessee",29297,29297,25657,2127,33,151,0,1003,326,0,326,"Marshall County, Tennessee",0,0,236,100,23,67,127,236,109,127,109
"G4701190","2005-2009",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Maury County, Tennessee",80190,80190,66980,10098,223,317,0,1618,954,11,943,"Maury County, Tennessee",0,0,539,192,143,116,127,539,283,18,284
"G4701210","2005-2009",,,"Tennessee","47","Meigs County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Meigs County, Tennessee",11747,11747,11452,191,27,0,0,0,77,13,64,"Meigs County, Tennessee",0,0,124,124,24,127,127,127,55,27,45
"G4701230","2005-2009",,,"Tennessee","47","Monroe County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Tennessee",44602,44602,42195,1051,113,196,0,422,625,22,603,"Monroe County, Tennessee",0,0,215,169,67,128,127,202,182,36,175
"G4701250","2005-2009",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Tennessee",153491,153491,112189,30540,807,3227,303,2143,4282,873,3409,"Montgomery County, Tennessee",0,0,542,546,197,237,51,446,654,307,549
"G4701270","2005-2009",,,"Tennessee","47","Moore County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Moore County, Tennessee",6044,6044,5744,85,15,27,0,28,145,7,138,"Moore County, Tennessee",0,0,41,49,17,30,127,36,82,11,81
"G4701290","2005-2009",,,"Tennessee","47","Morgan County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Tennessee",19294,19294,18524,464,26,4,0,56,220,22,198,"Morgan County, Tennessee",0,0,201,132,28,6,127,46,124,26,123
"G4701310","2005-2009",,,"Tennessee","47","Obion County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Obion County, Tennessee",31610,31610,27800,2997,95,64,0,323,331,21,310,"Obion County, Tennessee",0,0,155,96,46,30,127,130,104,28,101
"G4701330","2005-2009",,,"Tennessee","47","Overton County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Overton County, Tennessee",20816,20816,20242,223,0,0,0,0,351,15,336,"Overton County, Tennessee",0,0,13,219,127,127,127,127,217,26,210
"G4701350","2005-2009",,,"Tennessee","47","Perry County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Tennessee",7694,7694,7339,219,0,0,114,10,12,12,0,"Perry County, Tennessee",0,0,34,110,127,127,96,15,16,16,127
"G4701370","2005-2009",,,"Tennessee","47","Pickett County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Pickett County, Tennessee",4803,4803,4763,4,0,0,0,0,36,35,1,"Pickett County, Tennessee",0,0,42,10,127,127,127,127,43,43,3
