GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,IFG001,IFG002,IFG003,IFG004,IFG005,IFG006,IFG007,IFG008
"G0500690","2010","3","7","Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,"38220","99999","340",,,,,,,,,,,,,,"Jefferson County",,77435,4133,1157,168,373,80,321,9,2025
"G0500710","2010","3","7","Arkansas","05","Johnson County","071",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Johnson County",,25540,1499,208,16,159,49,355,2,710
"G0500730","2010","3","7","Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lafayette County",,7645,1203,93,6,43,14,511,2,534
"G0500750","2010","3","7","Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lawrence County",,17415,1062,156,15,87,30,249,0,525
"G0500770","2010","3","7","Arkansas","05","Lee County","077",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lee County",,10424,732,230,3,34,15,58,13,379
"G0500790","2010","3","7","Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,"38220","99999","340",,,,,,,,,,,,,,"Lincoln County",,14134,653,145,6,39,11,81,12,359
"G0500810","2010","3","7","Arkansas","05","Little River County","081",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Little River County",,13171,1049,187,6,46,16,306,2,486
"G0500830","2010","3","7","Arkansas","05","Logan County","083",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Logan County",,22353,1404,223,12,120,49,245,0,755
"G0500850","2010","3","7","Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Lonoke County",,68356,1944,598,35,397,88,74,10,742
"G0500870","2010","3","7","Arkansas","05","Madison County","087",,,,,,,,,,,,,,"22220","99999","999",,,,,,,,,,,,,,"Madison County",,15717,1307,142,14,123,59,461,1,507
"G0500890","2010","3","7","Arkansas","05","Marion County","089",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marion County",,16653,1943,202,15,202,34,901,1,588
"G0500910","2010","3","7","Arkansas","05","Miller County","091",,,,,,,,,,,,,,"45500","99999","999",,,,,,,,,,,,,,"Miller County",,43462,2062,602,19,139,31,225,5,1041
"G0500930","2010","3","7","Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,"14180","99999","999",,,,,,,,,,,,,,"Mississippi County",,46480,2718,1154,46,219,100,104,12,1083
"G0500950","2010","3","7","Arkansas","05","Monroe County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Monroe County",,8149,974,165,12,50,11,381,2,353
"G0500970","2010","3","7","Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Montgomery County",,9487,1763,72,9,54,22,1148,5,453
"G0500990","2010","3","7","Arkansas","05","Nevada County","099",,,,,,,,,,,,,,"26260","99999","999",,,,,,,,,,,,,,"Nevada County",,8997,866,172,8,57,23,208,2,396
"G0501010","2010","3","7","Arkansas","05","Newton County","101",,,,,,,,,,,,,,"25460","99999","999",,,,,,,,,,,,,,"Newton County",,8330,1093,88,8,63,37,482,2,413
"G0501030","2010","3","7","Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,"15780","99999","999",,,,,,,,,,,,,,"Ouachita County",,26120,2118,633,18,122,42,388,0,915
"G0501050","2010","3","7","Arkansas","05","Perry County","105",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Perry County",,10445,737,52,6,28,25,236,0,390
"G0501070","2010","3","7","Arkansas","05","Phillips County","107",,,,,,,,,,,,,,"25760","99999","999",,,,,,,,,,,,,,"Phillips County",,21757,1635,543,28,90,35,131,9,799
"G0501090","2010","3","7","Arkansas","05","Pike County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pike County",,11291,1123,137,8,57,52,473,3,393
"G0501110","2010","3","7","Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,"27860","99999","308",,,,,,,,,,,,,,"Poinsett County",,24583,1169,380,15,81,34,101,3,555
"G0501130","2010","3","7","Arkansas","05","Polk County","113",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Polk County",,20662,1552,211,18,159,86,413,1,664
"G0501150","2010","3","7","Arkansas","05","Pope County","115",,,,,,,,,,,,,,"40780","99999","999",,,,,,,,,,,,,,"Pope County",,61754,2198,580,24,303,73,336,5,877
"G0501170","2010","3","7","Arkansas","05","Prairie County","117",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Prairie County",,8715,818,80,2,31,27,390,2,286
"G0501190","2010","3","7","Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Pulaski County",,382748,16783,7821,304,2263,461,895,15,5024
"G0501210","2010","3","7","Arkansas","05","Randolph County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Randolph County",,17969,1214,151,16,104,98,388,0,457
"G0501230","2010","3","7","Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,"22620","99999","999",,,,,,,,,,,,,,"St. Francis County",,28258,1287,338,19,116,47,94,9,664
"G0501250","2010","3","7","Arkansas","05","Saline County","125",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Saline County",,107118,3370,758,52,638,137,545,0,1240
"G0501270","2010","3","7","Arkansas","05","Scott County","127",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Scott County",,11233,825,208,4,71,23,146,3,370
"G0501290","2010","3","7","Arkansas","05","Searcy County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Searcy County",,8195,1326,89,6,43,16,400,0,772
"G0501310","2010","3","7","Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,"22900","99999","999",,,,,,,,,,,,,,"Sebastian County",,125744,5052,1915,68,826,288,331,9,1615
"G0501330","2010","3","7","Arkansas","05","Sevier County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sevier County",,17058,912,143,12,50,19,129,0,559
"G0501350","2010","3","7","Arkansas","05","Sharp County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sharp County",,17264,2462,275,12,241,56,1352,0,526
"G0501370","2010","3","7","Arkansas","05","Stone County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Stone County",,12394,1387,116,12,99,51,583,0,526
"G0501390","2010","3","7","Arkansas","05","Union County","139",,,,,,,,,,,,,,"20980","99999","999",,,,,,,,,,,,,,"Union County",,41639,2702,668,59,206,67,497,6,1199
"G0501410","2010","3","7","Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Van Buren County",,17295,2912,224,9,170,39,1637,6,827
"G0501430","2010","3","7","Arkansas","05","Washington County","143",,,,,,,,,,,,,,"22220","99999","999",,,,,,,,,,,,,,"Washington County",,203065,11419,6154,158,1656,227,733,10,2481
"G0501450","2010","3","7","Arkansas","05","White County","145",,,,,,,,,,,,,,"42620","99999","340",,,,,,,,,,,,,,"White County",,77076,3146,773,70,357,168,455,16,1307
"G0501470","2010","3","7","Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Woodruff County",,7260,759,265,3,43,16,220,1,211
"G0501490","2010","3","7","Arkansas","05","Yell County","149",,,,,,,,,,,,,,"40780","99999","999",,,,,,,,,,,,,,"Yell County",,22185,1533,269,13,138,44,396,5,668
"G0600010","2010","4","9","California","06","Alameda County","001",,,,,,,,,,,,,,"41860","36084","488",,,,,,,,,,,,,,"Alameda County",,1510271,37411,17475,869,5466,1447,2292,14,9848
"G0600030","2010","4","9","California","06","Alpine County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Alpine County",,1175,1263,70,3,25,12,1131,0,22
"G0600050","2010","4","9","California","06","Amador County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Amador County",,38091,3463,373,24,355,51,2052,1,607
"G0600070","2010","4","9","California","06","Butte County","007",,,,,,,,,,,,,,"17020","99999","999",,,,,,,,,,,,,,"Butte County",,220000,8217,2498,125,1256,341,1831,6,2160
"G0600090","2010","4","9","California","06","Calaveras County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Calaveras County",,45578,9039,511,35,556,140,6961,1,835
"G0600110","2010","4","9","California","06","Colusa County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Colusa County",,21419,827,87,18,96,25,237,7,357
"G0600130","2010","4","9","California","06","Contra Costa County","013",,,,,,,,,,,,,,"41860","36084","488",,,,,,,,,,,,,,"Contra Costa County",,1049025,24899,9047,507,5309,1128,2400,16,6492
"G0600150","2010","4","9","California","06","Del Norte County","015",,,,,,,,,,,,,,"18860","99999","999",,,,,,,,,,,,,,"Del Norte County",,28610,1279,278,12,193,35,448,20,293
"G0600170","2010","4","9","California","06","El Dorado County","017",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"El Dorado County",,181058,17936,2139,94,1278,242,12677,6,1500
"G0600190","2010","4","9","California","06","Fresno County","019",,,,,,,,,,,,,,"23420","99999","260",,,,,,,,,,,,,,"Fresno County",,930450,26140,9836,419,3884,892,4790,227,6092
"G0600210","2010","4","9","California","06","Glenn County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Glenn County",,28122,978,256,15,117,29,210,5,346
"G0600230","2010","4","9","California","06","Humboldt County","023",,,,,,,,,,,,,,"21700","99999","999",,,,,,,,,,,,,,"Humboldt County",,134623,5528,936,124,467,139,2247,15,1600
"G0600250","2010","4","9","California","06","Imperial County","025",,,,,,,,,,,,,,"20940","99999","999",,,,,,,,,,,,,,"Imperial County",,174528,6941,1762,75,1019,306,2060,30,1689
"G0600270","2010","4","9","California","06","Inyo County","027",,,,,,,,,,,,,,"13860","99999","999",,,,,,,,,,,,,,"Inyo County",,18546,1429,182,21,90,20,716,0,400
"G0600290","2010","4","9","California","06","Kern County","029",,,,,,,,,,,,,,"12540","99999","999",,,,,,,,,,,,,,"Kern County",,839631,29757,9743,505,5072,971,5981,181,7304
"G0600310","2010","4","9","California","06","Kings County","031",,,,,,,,,,,,,,"25260","99999","999",,,,,,,,,,,,,,"Kings County",,152982,2634,1055,58,469,120,154,22,756
"G0600330","2010","4","9","California","06","Lake County","033",,,,,,,,,,,,,,"17340","99999","999",,,,,,,,,,,,,,"Lake County",,64665,8944,991,45,833,175,5285,20,1595
"G0600350","2010","4","9","California","06","Lassen County","035",,,,,,,,,,,,,,"45000","99999","999",,,,,,,,,,,,,,"Lassen County",,34895,2652,357,13,247,23,1326,13,673
"G0600370","2010","4","9","California","06","Los Angeles County","037",,,,,,,,,,,,,,"31100","31084","348",,,,,,,,,,,,,,"Los Angeles County",,9818605,203872,104960,4994,26808,6726,19099,109,41176
"G0600390","2010","4","9","California","06","Madera County","039",,,,,,,,,,,,,,"31460","99999","260",,,,,,,,,,,,,,"Madera County",,150865,5823,1058,70,899,166,2348,76,1206
"G0600410","2010","4","9","California","06","Marin County","041",,,,,,,,,,,,,,"41860","41884","488",,,,,,,,,,,,,,"Marin County",,252409,8004,2120,187,850,218,2811,22,1796
"G0600430","2010","4","9","California","06","Mariposa County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mariposa County",,18251,2495,198,23,147,31,1668,0,428
"G0600450","2010","4","9","California","06","Mendocino County","045",,,,,,,,,,,,,,"46380","99999","999",,,,,,,,,,,,,,"Mendocino County",,87841,5378,810,66,462,150,2853,30,1007
"G0600470","2010","4","9","California","06","Merced County","047",,,,,,,,,,,,,,"32900","99999","999",,,,,,,,,,,,,,"Merced County",,255793,8056,3065,158,1368,297,612,147,2409
"G0600490","2010","4","9","California","06","Modoc County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Modoc County",,9686,1128,113,9,80,19,437,70,400
"G0600510","2010","4","9","California","06","Mono County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mono County",,14202,8144,1125,289,118,20,6383,21,188
"G0600530","2010","4","9","California","06","Monterey County","053",,,,,,,,,,,,,,"41500","99999","999",,,,,,,,,,,,,,"Monterey County",,415057,13102,3182,248,1676,367,5158,51,2420
"G0600550","2010","4","9","California","06","Napa County","055",,,,,,,,,,,,,,"34900","99999","488",,,,,,,,,,,,,,"Napa County",,136484,5883,1393,86,743,185,2322,7,1147
"G0600570","2010","4","9","California","06","Nevada County","057",,,,,,,,,,,,,,"46020","99999","472",,,,,,,,,,,,,,"Nevada County",,98764,11063,775,101,791,147,8333,12,904
"G0600590","2010","4","9","California","06","Orange County","059",,,,,,,,,,,,,,"31100","42044","348",,,,,,,,,,,,,,"Orange County",,3010232,56126,25254,1327,8434,2096,10806,3,8206
"G0600610","2010","4","9","California","06","Placer County","061",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"Placer County",,348432,20021,3080,195,2284,481,12020,9,1952
"G0600630","2010","4","9","California","06","Plumas County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Plumas County",,20007,6589,458,21,308,16,5230,2,554
"G0600650","2010","4","9","California","06","Riverside County","065",,,,,,,,,,,,,,"40140","99999","348",,,,,,,,,,,,,,"Riverside County",,2189641,114447,23547,1107,18417,3255,50538,84,17499
"G0600670","2010","4","9","California","06","Sacramento County","067",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"Sacramento County",,1418788,41987,19949,780,7714,1372,2357,53,9762
"G0600690","2010","4","9","California","06","San Benito County","069",,,,,,,,,,,,,,"41940","99999","488",,,,,,,,,,,,,,"San Benito County",,55269,1065,315,20,222,53,154,13,288
"G0600710","2010","4","9","California","06","San Bernardino County","071",,,,,,,,,,,,,,"40140","99999","348",,,,,,,,,,,,,,"San Bernardino County",,2035210,88019,21892,1096,12138,2520,34104,69,16200
"G0600730","2010","4","9","California","06","San Diego County","073",,,,,,,,,,,,,,"41740","99999","999",,,,,,,,,,,,,,"San Diego County",,3095313,77921,29236,1756,11682,2368,20768,61,12050
"G0600750","2010","4","9","California","06","San Francisco County","075",,,,,,,,,,,,,,"41860","41884","488",,,,,,,,,,,,,,"San Francisco County",,805235,31131,12832,779,2984,759,5564,5,8208
"G0600770","2010","4","9","California","06","San Joaquin County","077",,,,,,,,,,,,,,"44700","99999","999",,,,,,,,,,,,,,"San Joaquin County",,685306,18748,7765,399,3632,657,852,76,5367
"G0600790","2010","4","9","California","06","San Luis Obispo County","079",,,,,,,,,,,,,,"42020","99999","999",,,,,,,,,,,,,,"San Luis Obispo County",,269637,15299,2393,169,1318,306,9269,50,1794
"G0600810","2010","4","9","California","06","San Mateo County","081",,,,,,,,,,,,,,"41860","41884","488",,,,,,,,,,,,,,"San Mateo County",,718451,13194,5113,340,1946,620,1998,4,3173
"G0600830","2010","4","9","California","06","Santa Barbara County","083",,,,,,,,,,,,,,"42060","99999","999",,,,,,,,,,,,,,"Santa Barbara County",,423895,10730,3178,288,1270,316,3354,23,2301
"G0600850","2010","4","9","California","06","Santa Clara County","085",,,,,,,,,,,,,,"41940","99999","488",,,,,,,,,,,,,,"Santa Clara County",,1781642,27716,11519,842,5067,1380,3000,50,5858
"G0600870","2010","4","9","California","06","Santa Cruz County","087",,,,,,,,,,,,,,"42100","99999","488",,,,,,,,,,,,,,"Santa Cruz County",,262382,10121,1446,187,864,242,5609,100,1673
"G0600890","2010","4","9","California","06","Shasta County","089",,,,,,,,,,,,,,"39820","99999","999",,,,,,,,,,,,,,"Shasta County",,177223,6967,1799,117,1046,263,2192,12,1538
"G0600910","2010","4","9","California","06","Sierra County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sierra County",,3240,846,50,2,33,4,648,1,108
"G0600930","2010","4","9","California","06","Siskiyou County","093",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Siskiyou County",,44900,4405,635,53,361,88,2213,14,1041
"G0600950","2010","4","9","California","06","Solano County","095",,,,,,,,,,,,,,"46700","99999","488",,,,,,,,,,,,,,"Solano County",,413344,10940,4342,190,2296,381,589,39,3103
"G0600970","2010","4","9","California","06","Sonoma County","097",,,,,,,,,,,,,,"42220","99999","488",,,,,,,,,,,,,,"Sonoma County",,483878,18747,4003,408,2142,536,8247,47,3364
"G0600990","2010","4","9","California","06","Stanislaus County","099",,,,,,,,,,,,,,"33700","99999","999",,,,,,,,,,,,,,"Stanislaus County",,514453,14323,6095,260,2795,635,774,67,3697
"G0601010","2010","4","9","California","06","Sutter County","101",,,,,,,,,,,,,,"49700","99999","472",,,,,,,,,,,,,,"Sutter County",,94737,2421,893,49,404,83,172,28,792
"G0601030","2010","4","9","California","06","Tehama County","103",,,,,,,,,,,,,,"39780","99999","999",,,,,,,,,,,,,,"Tehama County",,63463,3220,687,38,455,112,1038,6,884
"G0601050","2010","4","9","California","06","Trinity County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Trinity County",,13786,2598,122,11,115,39,1954,5,352
"G0601070","2010","4","9","California","06","Tulare County","107",,,,,,,,,,,,,,"47300","99999","999",,,,,,,,,,,,,,"Tulare County",,442179,11344,3302,189,1873,365,2949,43,2623
"G0601090","2010","4","9","California","06","Tuolumne County","109",,,,,,,,,,,,,,"38020","99999","999",,,,,,,,,,,,,,"Tuolumne County",,55365,9088,705,41,559,64,7147,1,571
"G0601110","2010","4","9","California","06","Ventura County","111",,,,,,,,,,,,,,"37100","99999","348",,,,,,,,,,,,,,"Ventura County",,823318,14775,4664,324,2467,595,3545,12,3168
"G0601130","2010","4","9","California","06","Yolo County","113",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"Yolo County",,200849,4182,1774,133,734,146,454,76,865
"G0601150","2010","4","9","California","06","Yuba County","115",,,,,,,,,,,,,,"49700","99999","472",,,,,,,,,,,,,,"Yuba County",,72155,3328,1167,33,541,114,448,18,1007
"G0800010","2010","4","8","Colorado","08","Adams County","001",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Adams County",,441603,9372,4083,188,2309,302,353,6,2131
"G0800030","2010","4","8","Colorado","08","Alamosa County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Alamosa County",,15445,559,148,6,55,28,136,9,177
"G0800050","2010","4","8","Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Arapahoe County",,572003,14290,6419,290,3203,475,844,8,3051
"G0800070","2010","4","8","Colorado","08","Archuleta County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Archuleta County",,12084,3495,509,16,248,29,2361,1,331
"G0800090","2010","4","8","Colorado","08","Baca County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Baca County",,3788,563,66,1,18,9,49,1,419
"G0800110","2010","4","8","Colorado","08","Bent County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bent County",,6499,410,96,10,28,27,33,2,214
"G0800130","2010","4","8","Colorado","08","Boulder County","013",,,,,,,,,,,,,,"14500","99999","216",,,,,,,,,,,,,,"Boulder County",,294567,7771,2130,142,1390,291,2596,10,1212
"G0800140","2010","4","8","Colorado","08","Broomfield County","014",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Broomfield County",,55889,1232,584,22,327,50,123,0,126
"G0800150","2010","4","8","Colorado","08","Chaffee County","015",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chaffee County",,17809,2419,143,21,172,36,1742,2,303
"G0800170","2010","4","8","Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cheyenne County",,1836,189,13,1,12,1,6,0,156
"G0800190","2010","4","8","Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Clear Creek County",,9088,1477,119,12,97,22,1045,1,181
"G0800210","2010","4","8","Colorado","08","Conejos County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Conejos County",,8256,1168,45,3,26,11,728,2,353
"G0800230","2010","4","8","Colorado","08","Costilla County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Costilla County",,3524,1063,27,3,23,33,620,2,355
"G0800250","2010","4","8","Colorado","08","Crowley County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Crowley County",,5823,253,30,0,33,20,24,0,146
"G0800270","2010","4","8","Colorado","08","Custer County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Custer County",,4255,2031,44,7,78,10,1673,0,219
"G0800290","2010","4","8","Colorado","08","Delta County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Delta County",,30952,1869,255,9,234,39,756,26,550
"G0800310","2010","4","8","Colorado","08","Denver County","031",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Denver County",,600158,22690,10292,503,4906,738,2165,2,4084
"G0800330","2010","4","8","Colorado","08","Dolores County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dolores County",,2064,569,21,4,19,3,435,0,87
"G0800350","2010","4","8","Colorado","08","Douglas County","035",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Douglas County",,285465,4841,1111,98,1567,304,837,0,924
"G0800370","2010","4","8","Colorado","08","Eagle County","037",,,,,,,,,,,,,,"20780","99999","999",,,,,,,,,,,,,,"Eagle County",,52197,12076,1240,49,503,37,9710,45,492
